,name,link,image,price
85, Van Heusen Classic-Fit Easy Care Pinpoint Oxford Dress Shirt,https://www.macys.com/shop/product/van-heusen-classic-fit-easy-care-pinpoint-oxford-dress-shirt?ID=744772&CategoryID=20635#fn=GENDER%3DMen%26SIZE%3D%26sp%3D1%26spc%3D71%26ruleId%3D9%26kws%3Doxford%20shirt%26searchPass%3DallMultiMatchWithSpelling%26slotId%3D49,https://www.macys.com/shop/product/van-heusen-classic-fit-easy-care-pinpoint-oxford-dress-shirt?ID=744772&CategoryID=20635#fn=GENDER%3DMen%26SIZE%3D%26sp%3D1%26spc%3D71%26ruleId%3D9%26kws%3Doxford%20shirt%26searchPass%3DallMultiMatchWithSpelling%26slotId%3D49,Sale $27.99
86, Polo Ralph Lauren Pinpoint Oxford Blue Stripe Dress Shirt,https://www.macys.com/shop/product/polo-ralph-lauren-pinpoint-oxford-blue-stripe-dress-shirt?ID=2045147&CategoryID=20635#fn=GENDER%3DMen%26SIZE%3D%26sp%3D1%26spc%3D71%26ruleId%3D9%26kws%3Doxford%20shirt%26searchPass%3DallMultiMatchWithSpelling%26slotId%3D50,https://www.macys.com/shop/product/polo-ralph-lauren-pinpoint-oxford-blue-stripe-dress-shirt?ID=2045147&CategoryID=20635#fn=GENDER%3DMen%26SIZE%3D%26sp%3D1%26spc%3D71%26ruleId%3D9%26kws%3Doxford%20shirt%26searchPass%3DallMultiMatchWithSpelling%26slotId%3D50,$98.50
87, Polo Ralph Lauren Men's Big & Tall Classic Fit Oxford Shirt,https://www.macys.com/shop/product/polo-ralph-lauren-mens-big-tall-classic-fit-oxford-shirt?ID=5188398&CategoryID=20627#fn=GENDER%3DMen%26SIZE%3D%26sp%3D1%26spc%3D71%26ruleId%3D9%26kws%3Doxford%20shirt%26searchPass%3DallMultiMatchWithSpelling%26slotId%3D51,https://www.macys.com/shop/product/polo-ralph-lauren-mens-big-tall-classic-fit-oxford-shirt?ID=5188398&CategoryID=20627#fn=GENDER%3DMen%26SIZE%3D%26sp%3D1%26spc%3D71%26ruleId%3D9%26kws%3Doxford%20shirt%26searchPass%3DallMultiMatchWithSpelling%26slotId%3D51,$125.00
88, Tommy Hilfiger Men's Big & Tall Andrew Pieced Custom-Fit Oxford Shirt,https://www.macys.com/shop/product/tommy-hilfiger-mens-big-tall-andrew-pieced-custom-fit-oxford-shirt?ID=6210866&CategoryID=20627#fn=GENDER%3DMen%26SIZE%3D%26sp%3D1%26spc%3D71%26ruleId%3D9%26kws%3Doxford%20shirt%26searchPass%3DallMultiMatchWithSpelling%26slotId%3D52,https://www.macys.com/shop/product/tommy-hilfiger-mens-big-tall-andrew-pieced-custom-fit-oxford-shirt?ID=6210866&CategoryID=20627#fn=GENDER%3DMen%26SIZE%3D%26sp%3D1%26spc%3D71%26ruleId%3D9%26kws%3Doxford%20shirt%26searchPass%3DallMultiMatchWithSpelling%26slotId%3D52,$89.50
89, Brooks Brothers Red Fleece Men's Plaid Supima Cotton Oxford Shirt ,https://www.macys.com/shop/product/brooks-brothers-red-fleece-mens-plaid-supima-cotton-oxford-shirt?ID=5764002&CategoryID=20627#fn=GENDER%3DMen%26SIZE%3D%26sp%3D1%26spc%3D71%26ruleId%3D9%26kws%3Doxford%20shirt%26searchPass%3DallMultiMatchWithSpelling%26slotId%3D53,https://www.macys.com/shop/product/brooks-brothers-red-fleece-mens-plaid-supima-cotton-oxford-shirt?ID=5764002&CategoryID=20627#fn=GENDER%3DMen%26SIZE%3D%26sp%3D1%26spc%3D71%26ruleId%3D9%26kws%3Doxford%20shirt%26searchPass%3DallMultiMatchWithSpelling%26slotId%3D53,$49.50
90, Ben Sherman Men's Slim-Fit Light Blue Solid Oxford Dress Shirt,https://www.macys.com/shop/product/ben-sherman-mens-slim-fit-light-blue-solid-oxford-dress-shirt?ID=4760758&CategoryID=20635#fn=GENDER%3DMen%26SIZE%3D%26sp%3D1%26spc%3D71%26ruleId%3D9%26kws%3Doxford%20shirt%26searchPass%3DallMultiMatchWithSpelling%26slotId%3D54,https://www.macys.com/shop/product/ben-sherman-mens-slim-fit-light-blue-solid-oxford-dress-shirt?ID=4760758&CategoryID=20635#fn=GENDER%3DMen%26SIZE%3D%26sp%3D1%26spc%3D71%26ruleId%3D9%26kws%3Doxford%20shirt%26searchPass%3DallMultiMatchWithSpelling%26slotId%3D54,Sale $68.99
91," Tommy Hilfiger Men's Blaine Custom-Fit Stripe Oxford Shirt, Created for Macy's  ",https://www.macys.com/shop/product/tommy-hilfiger-mens-blaine-custom-fit-stripe-oxford-shirt-created-for-macys?ID=5971595&CategoryID=20627#fn=GENDER%3DMen%26SIZE%3D%26sp%3D1%26spc%3D71%26ruleId%3D9%26kws%3Doxford%20shirt%26searchPass%3DallMultiMatchWithSpelling%26slotId%3D55,https://www.macys.com/shop/product/tommy-hilfiger-mens-blaine-custom-fit-stripe-oxford-shirt-created-for-macys?ID=5971595&CategoryID=20627#fn=GENDER%3DMen%26SIZE%3D%26sp%3D1%26spc%3D71%26ruleId%3D9%26kws%3Doxford%20shirt%26searchPass%3DallMultiMatchWithSpelling%26slotId%3D55,Now $47.70
92, Polo Ralph Lauren Men's Big & Tall Short-Sleeve Classic Fit Oxford Shirt,https://www.macys.com/shop/product/polo-ralph-lauren-mens-big-tall-short-sleeve-classic-fit-oxford-shirt?ID=5188294&CategoryID=20627#fn=GENDER%3DMen%26SIZE%3D%26sp%3D1%26spc%3D71%26ruleId%3D9%26kws%3Doxford%20shirt%26searchPass%3DallMultiMatchWithSpelling%26slotId%3D56,https://www.macys.com/shop/product/polo-ralph-lauren-mens-big-tall-short-sleeve-classic-fit-oxford-shirt?ID=5188294&CategoryID=20627#fn=GENDER%3DMen%26SIZE%3D%26sp%3D1%26spc%3D71%26ruleId%3D9%26kws%3Doxford%20shirt%26searchPass%3DallMultiMatchWithSpelling%26slotId%3D56,$89.50
93," Tommy Hilfiger Men's Saxon Custom-Fit Hidden-Placket Oxford Shirt, Created for Macy's  ",https://www.macys.com/shop/product/tommy-hilfiger-mens-saxon-custom-fit-hidden-placket-oxford-shirt-created-for-macys?ID=5971594&CategoryID=20627#fn=GENDER%3DMen%26SIZE%3D%26sp%3D1%26spc%3D71%26ruleId%3D9%26kws%3Doxford%20shirt%26searchPass%3DallMultiMatchWithSpelling%26slotId%3D57,https://www.macys.com/shop/product/tommy-hilfiger-mens-saxon-custom-fit-hidden-placket-oxford-shirt-created-for-macys?ID=5971594&CategoryID=20627#fn=GENDER%3DMen%26SIZE%3D%26sp%3D1%26spc%3D71%26ruleId%3D9%26kws%3Doxford%20shirt%26searchPass%3DallMultiMatchWithSpelling%26slotId%3D57,Now $47.70
94," Club Room Men's Solid Stretch Oxford Cotton Shirt, Created for Macy's",https://www.macys.com/shop/product/club-room-mens-solid-stretch-oxford-cotton-shirt-created-for-macys?ID=4067693&CategoryID=20627#fn=GENDER%3DMen%26SIZE%3D%26sp%3D1%26spc%3D71%26ruleId%3D9%26kws%3Doxford%20shirt%26searchPass%3DallMultiMatchWithSpelling%26slotId%3D58,https://www.macys.com/shop/product/club-room-mens-solid-stretch-oxford-cotton-shirt-created-for-macys?ID=4067693&CategoryID=20627#fn=GENDER%3DMen%26SIZE%3D%26sp%3D1%26spc%3D71%26ruleId%3D9%26kws%3Doxford%20shirt%26searchPass%3DallMultiMatchWithSpelling%26slotId%3D58,Sale $34.99
95, Polo Ralph Lauren Men's Classic Fit Long Sleeve Solid Oxford Shirt,https://www.macys.com/shop/product/polo-ralph-lauren-mens-classic-fit-long-sleeve-solid-oxford-shirt?ID=2048223&CategoryID=20627#fn=GENDER%3DMen%26SIZE%3D%26sp%3D1%26spc%3D71%26ruleId%3D9%26kws%3Doxford%20shirt%26searchPass%3DallMultiMatchWithSpelling%26slotId%3D59,https://www.macys.com/shop/product/polo-ralph-lauren-mens-classic-fit-long-sleeve-solid-oxford-shirt?ID=2048223&CategoryID=20627#fn=GENDER%3DMen%26SIZE%3D%26sp%3D1%26spc%3D71%26ruleId%3D9%26kws%3Doxford%20shirt%26searchPass%3DallMultiMatchWithSpelling%26slotId%3D59,$89.50
96, Polo Ralph Lauren Men's Big and Tall Long-Sleeve Stripe Oxford Shirt,https://www.macys.com/shop/product/polo-ralph-lauren-mens-big-tall-long-sleeve-stripe-oxford-shirt?ID=1117341&CategoryID=20627#fn=GENDER%3DMen%26SIZE%3D%26sp%3D1%26spc%3D71%26ruleId%3D9%26kws%3Doxford%20shirt%26searchPass%3DallMultiMatchWithSpelling%26slotId%3D60,https://www.macys.com/shop/product/polo-ralph-lauren-mens-big-tall-long-sleeve-stripe-oxford-shirt?ID=1117341&CategoryID=20627#fn=GENDER%3DMen%26SIZE%3D%26sp%3D1%26spc%3D71%26ruleId%3D9%26kws%3Doxford%20shirt%26searchPass%3DallMultiMatchWithSpelling%26slotId%3D60,$98.50
97,Oxford slim fit shirt,https://www.gap.comhttps://www.gap.com/browse/product.do?pcid=5058&vid=1&pid=644132002&searchText=oxford-shirt,https://www4.assets-gap.com/webcontent/0013/783/802/cn13783802.jpg,$44.95
98,Oxford standard fit short sleeve shirt,https://www.gap.comhttps://www.gap.com/browse/product.do?pcid=5058&vid=1&pid=644132002&searchText=oxford-shirt,https://www2.assets-gap.com/webcontent/0014/120/806/cn14120806.jpg,$44.95
99,Oxford Short Sleeve Shirt in Stretch,https://www.gap.comhttps://www.gap.com/browse/product.do?pcid=5058&vid=1&pid=155745022&searchText=oxford-shirt,https://www2.assets-gap.com/webcontent/0015/169/034/cn15169034.jpg,$39.95
100,Oxford short sleeve standard fit shirt,https://www.gap.comhttps://www.gap.com/browse/product.do?pcid=5058&vid=1&pid=155745022&searchText=oxford-shirt,https://www4.assets-gap.com/webcontent/0013/328/961/cn13328961.jpg,$49.95
101,Standard Fit Shirt in Oxford with Contrast Pocket,https://www.gap.comhttps://www.gap.com/browse/product.do?pcid=5058&vid=1&pid=272538092&searchText=oxford-shirt,https://www4.assets-gap.com/webcontent/0014/946/104/cn14946104.jpg,$49.95
102,Colorblock Oxford Shirt,https://www.gap.comhttps://www.gap.com/browse/product.do?pcid=5058&vid=1&pid=272538092&searchText=oxford-shirt,https://www4.assets-gap.com/webcontent/0014/930/692/cn14930692.jpg,$59.95
103,Oxford Shirt in Stretch,https://www.gap.comhttps://www.gap.com/browse/product.do?pcid=5058&vid=1&pid=178297032&searchText=oxford-shirt,https://www1.assets-gap.com/webcontent/0014/930/888/cn14930888.jpg,$49.95
104,Short Sleeve Oxford Shirt,https://www.gap.comhttps://www.gap.com/browse/product.do?pcid=5058&vid=1&pid=178297032&searchText=oxford-shirt,https://www4.assets-gap.com/webcontent/0014/938/748/cn14938748.jpg,$49.95
105,Pattern Oxford Shirt in Stretch,https://www.gap.comhttps://www.gap.com/browse/product.do?pcid=5058&vid=2&pid=228169002&searchText=oxford-shirt,https://www3.assets-gap.com/webcontent/0015/097/253/cn15097253.jpg,$49.95
106,Oxford garment-dye slim fit shirt,https://www.gap.comhttps://www.gap.com/browse/product.do?pcid=5058&vid=1&pid=228187002&searchText=oxford-shirt,https://www4.assets-gap.com/webcontent/0013/743/929/cn13743929.jpg,$44.95
107,Oxford bengal stripe standard fit shirt,https://www.gap.comhttps://www.gap.com/browse/product.do?pcid=5058&vid=1&pid=228187002&searchText=oxford-shirt,https://www2.assets-gap.com/webcontent/0014/331/699/cn14331699.jpg,$39.95
108,Oxford micro gingham standard fit shirt,https://www.gap.comhttps://www.gap.com/browse/product.do?pcid=5058&vid=6&pid=227655052&searchText=oxford-shirt,https://www2.assets-gap.com/webcontent/0014/528/302/cn14528302.jpg,$49.95
109,Oxford solid slim fit shirt,https://www.gap.comhttps://www.gap.com/browse/product.do?pcid=5058&vid=6&pid=227655052&searchText=oxford-shirt,https://www1.assets-gap.com/webcontent/0013/294/529/cn13294529.jpg,$49.95
110,Limited Edition Embroidered Short Sleeve Shirt,https://www.gap.comhttps://www.gap.com/browse/product.do?pcid=5058&vid=1&pid=227665102&searchText=oxford-shirt,https://www1.assets-gap.com/webcontent/0014/915/862/cn14915862.jpg,$59.95
